91228;48.6293;2.4405
69259;45.7040;4.8810
94041;48.8126;2.3877
26362;44.9223;4.9131
92024;48.9036;2.3060
29232;47.9969;-4.0909
92002;48.7499;2.2990
18033;47.0747;2.4049
83126;43.0889;5.8707
82121;44.0225;1.3638
59009;50.6323;3.1529
97302;5.0293;-52.5160
93007;48.9393;2.4613
10387;48.2969;4.0781
93055;48.8984;2.4088
94076;48.7924;2.3598
73065;45.5704;5.9150
79191;46.3259;-0.4719
83061;43.4720;6.7639
92051;48.8856;2.2665
95585;48.9905;2.3814
97409;-20.9635;55.6423
92023;48.7967;2.2539
56121;47.7502;-3.3787
11262;43.1614;3.0077
93008;48.9074;2.4399
77284;48.9417;2.8923
94046;48.8059;2.4381
83069;43.1018;6.1893
56260;47.6598;-2.7570
60057;49.4272;2.0848
97414;-21.2338;55.4217
85191;46.6755;-1.4182
77108;48.8836;2.5961
91174;48.5986;2.4642
97311;4.9462;-53.9780
49099;47.0460;-0.8770
64102;43.4923;-1.4665
94033;48.8510;2.4745
93070;48.9096;2.3332
06027;43.6717;7.1522
69256;45.7859;4.9268
93031;48.9550;2.3147
02691;49.8685;3.3018
78586;48.9397;2.1744
93071;48.9390;2.5307
13004;43.5468;4.6618
91377;48.7275;2.2747
81004;43.9256;2.1473
97101;16.2728;-61.5016
92036;48.9345;2.2947
44162;47.2247;-1.6345
06069;43.6558;6.9318
93010;48.9023;2.4835
85194;46.5007;-1.7927
53130;48.0612;-0.7661
27229;49.0199;1.1415
69290;45.7017;4.9490
92073;48.8700;2.2198
13056;43.3799;5.0495
94080;48.8473;2.4378
13005;43.2935;5.5632
35288;48.6399;-1.9808
93046;48.9203;2.5350
41018;47.6129;1.3207
93064;48.8745;2.4867
93027;48.9327;2.3996
19031;45.1433;1.5189
2B033;42.7170;9.4266
33522;44.8057;-0.5910
92048;48.8041;2.2269
92049;48.8153;2.3174
30007;44.1254;4.0888
11069;43.2094;2.3468
77288;48.5230;2.6783
94022;48.7647;2.4170
78551;48.9409;2.0992
90010;47.6462;6.8459
08105;49.7590;4.7131
94002;48.7962;2.4213
93053;48.8912;2.4589
34301;43.3916;3.6465
71076;46.7539;4.8293
92007;48.7988;2.3098
65440;43.2347;0.0655
22278;48.5146;-2.7618
13047;43.5503;4.9507
13103;43.6464;5.0680
92062;48.8837;2.2380
69034;45.7973;4.8520
44143;47.1765;-1.5498
78361;48.9658;1.6466
59606;50.3420;3.5224
64024;43.4912;-1.5158
93006;48.8697;2.4228
69029;45.7346;4.9114
51108;48.9641;4.3789
36044;46.8031;1.6938
62041;50.2836;2.7408
57672;49.3768;6.1377
33550;44.7623;-0.5465
81065;43.6220;2.2590
01053;46.2069;5.2244
93032;48.8817;2.5450
06030;43.5729;7.0066
16015;45.6475;0.1452
95268;48.9703;2.4050
93078;48.9594;2.5366
93072;48.9568;2.3857
05061;44.5625;6.0687
78498;48.9239;2.0282
31149;43.6115;1.3274
59650;50.7055;3.2164
83050;43.5744;6.4464
60159;49.3992;2.8538
26198;44.5548;4.7480
62160;50.7271;1.6061
59178;50.3820;3.0913
59378;50.6754;3.1013
93050;48.8627;2.5404
97213;14.6245;-60.9937
97412;-21.3062;55.6420
77373;48.7869;2.6135
97410;-21.0919;55.6493
13028;43.2058;5.6225
37122;47.3328;0.6541
93073;48.9785;2.5547
28085;48.4472;1.5056
69149;45.7157;4.8027
74281;46.3413;6.5052
95252;48.9927;2.2275
38421;45.1754;5.7653
74012;46.1887;6.2470
91589;48.6840;2.3492
38151;45.1470;5.7155
91477;48.7147;2.2288
93063;48.8846;2.4380
83118;43.4577;6.8478
83129;43.0868;5.8292
97418;-20.9470;55.5304
78172;49.0000;2.0992
13117;43.4500;5.2633
92020;48.8031;2.2864
69282;45.7777;5.0376
91027;48.7091;2.3868
97408;-20.9946;55.3980
97307;4.8316;-52.3436
95063;48.9263;2.2117
67180;48.8325;7.8204
60175;49.2529;2.4840
94078;48.7419;2.4490
69264;45.9927;4.7014
97413;-21.1658;55.3336
92019;48.7683;2.2638
42207;45.4702;4.5020
91549;48.6399;2.3415
42187;46.0588;4.0597
94058;48.8422;2.5041
71270;46.3176;4.8198
89024;47.8006;3.5635
67447;48.6118;7.7452
78621;48.7760;1.9941
78440;48.9831;1.9211
78311;48.9266;2.1866
97407;-20.9441;55.3053
13054;43.4167;5.2191
